,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,InquiriesLast6Months,TotalInquiries,BankcardUtilization,TotalTrades,LoanOriginalAmount,MonthlyLoanPayment,DebtToIncomeRatio,LoanOriginalAmount
934,B,36,Chargedoff,2008-04-23 00:00:00,0.15613,0.149,0.139,FL,Professional,Full-time,72.0,True,"$75,000-99,999",True,6599.666667,0.0,4.0,0.56,19.0,20000,692.33,0.19,20000
935,AA,36,Completed,2008-05-06 00:00:00,0.06688,0.0499,0.0499,CA,Other,Full-time,189.0,True,"$100,000+",True,9000.0,0.0,0.0,0.0,25.0,1000,29.97,0.0,1000
941,B,36,Completed,2007-10-05 00:00:00,0.13705,0.13,0.12,MO,Clerical,Full-time,178.0,True,"$50,000-74,999",True,4600.0,4.0,14.0,0.6,30.0,6000,202.16,0.16,6000
946,B,36,Chargedoff,2009-06-10 00:00:00,0.12911,0.1221,0.1121,MN,Professional,Full-time,53.0,False,"$50,000-74,999",True,5000.0,0.0,2.0,0.38,13.0,5000,166.57,0.24,5000
955,A,36,Completed,2008-11-10 00:00:00,0.10739000000000001,0.09,0.085,OH,Other,Full-time,329.0,True,"$50,000-74,999",True,5000.0,0.0,2.0,0.44,31.0,1000,31.8,0.37,1000
983,C,36,Chargedoff,2009-11-01 00:00:00,0.2421,0.2346,0.2146,WA,Fireman,Full-time,38.0,True,"$50,000-74,999",True,5583.333333,7.0,11.0,0.72,24.0,15000,584.25,0.42,15000
1004,HR,36,Defaulted,2009-01-27 00:00:00,0.26292,0.24,0.23,WA,Other,Full-time,71.0,False,"$25,000-49,999",True,2833.333333,1.0,9.0,1.03,21.0,1500,58.85,0.42,1500
1005,C,36,Completed,2010-10-14 00:00:00,0.15793,0.1364,0.1264,MA,Computer Programmer,Full-time,6.0,False,"$50,000-74,999",True,5833.333333,1.0,3.0,0.63,7.0,6001,45.88,0.09,6001
1020,B,36,Completed,2011-01-06 00:00:00,0.14419,0.13,0.12,NC,Engineer - Mechanical,Full-time,21.0,False,"$100,000+",True,8416.666667,1.0,12.0,0.61,21.0,4500,151.62,0.12,4500
1032,D,36,Completed,2011-10-06 00:00:00,0.19855,0.1765,0.1665,SC,Administrative Assistant,Full-time,28.0,False,"$1-24,999",True,1666.666667,1.0,1.0,0.86,10.0,5000,179.89,0.21,5000
1041,C,36,Completed,2010-12-14 00:00:00,0.28259,0.2749,0.2649,MN,Retail Management,Full-time,295.0,True,"$50,000-74,999",True,5833.333333,2.0,7.0,0.61,37.0,4000,159.41,0.53,4000
1043,D,36,Defaulted,2009-06-09 00:00:00,0.19991,0.1926,0.1826,OK,Sales - Retail,Full-time,71.0,True,"$25,000-49,999",True,3916.666667,3.0,9.0,0.94,33.0,5000,183.94,0.2,5000
1048,C,36,Completed,2011-02-16 00:00:00,0.35524,0.331,0.321,NM,Fireman,Full-time,116.0,True,"$50,000-74,999",True,5000.0,2.0,13.0,0.93,23.0,5000,220.84,0.44,5000
1049,A,36,Defaulted,2007-10-18 00:00:00,0.14709,0.14,0.13,IL,Sales - Commission,Full-time,35.0,False,"$100,000+",True,8975.416667,0.0,2.0,0.85,9.0,25000,854.44,0.1,25000
1052,A,36,Completed,2010-03-02 00:00:00,0.09688,0.09,0.085,VA,Professional,Full-time,9.0,True,"$50,000-74,999",True,5916.666667,2.0,9.0,0.66,30.0,5000,159.0,0.18,5000
1065,A,36,Completed,2010-08-28 00:00:00,0.13172,0.1247,0.1197,OH,Professional,Full-time,47.0,True,"$50,000-74,999",True,5839.833333,7.0,11.0,0.78,29.0,12015,401.77,0.39,12015
1067,D,36,Completed,2010-11-03 00:00:00,0.26884,0.2497,0.2397,CA,Professional,Full-time,75.0,False,"$50,000-74,999",True,4166.666667,0.0,2.0,0.77,28.0,3000,119.23,0.22,3000
1069,AA,36,Chargedoff,2009-08-30 00:00:00,0.11696,0.11,0.105,CA,Professional,Full-time,71.0,True,"$75,000-99,999",True,6409.0,2.0,8.0,0.25,25.0,25000,818.47,0.14,25000
1076,C,36,Chargedoff,2010-10-23 00:00:00,0.19146,0.1695,0.1595,CA,Professional,Full-time,1.0,True,"$100,000+",True,12083.333333,1.0,36.0,0.61,19.0,4000,142.51,0.09,4000
1084,C,36,Completed,2011-05-16 00:00:00,0.35423000000000004,0.33,0.32,CO,Food Service Management,Full-time,4.0,False,"$25,000-49,999",True,3000.0,1.0,1.0,0.68,32.0,12000,505.08,0.29,12000
1090,HR,36,Defaulted,2007-10-11 00:00:00,0.30564,0.29,0.28,CA,Realtor,Full-time,44.0,False,"$25,000-49,999",True,3333.333333,15.0,22.0,1.05,18.0,5000,209.53,0.38,5000
1095,AA,36,Chargedoff,2010-12-03 00:00:00,0.18725999999999998,0.18,0.18,MD,Sales - Commission,Self-employed,108.0,False,"$50,000-74,999",True,5000.0,2.0,6.0,0.0,18.0,6250,225.95,0.09,6250
1096,A,36,Chargedoff,2009-06-15 00:00:00,0.11034000000000001,0.108,0.098,TX,Executive,Full-time,21.0,True,"$100,000+",True,13333.333333,3.0,9.0,0.71,40.0,7400,241.57,0.4,7400
1102,B,36,Chargedoff,2010-04-25 00:00:00,0.20613,0.1951,0.1851,AZ,Engineer - Electrical,Full-time,49.0,True,"$50,000-74,999",True,5108.333333,13.0,34.0,0.25,63.0,5000,184.57,0.27,5000
1115,B,36,Completed,2011-04-28 00:00:00,0.16435999999999998,0.15,0.14,CA,Administrative Assistant,Full-time,95.0,True,"$25,000-49,999",True,3858.833333,1.0,5.0,0.95,14.0,2500,86.66,0.29,2500
1134,C,36,Defaulted,2010-02-15 00:00:00,0.18112,0.1593,0.1493,NY,Civil Service,Full-time,227.0,True,"$50,000-74,999",True,4583.333333,3.0,10.0,0.89,37.0,4000,140.49,0.26,4000
1138,B,36,Completed,2011-05-08 00:00:00,0.11698,0.0995,0.0895,ME,Other,Full-time,19.0,True,"$25,000-49,999",True,3166.666667,1.0,2.0,0.91,10.0,1000,32.24,0.01,1000
1142,B,36,Completed,2010-12-30 00:00:00,0.15428,0.14,0.13,IN,Engineer - Mechanical,Full-time,7.0,True,"$50,000-74,999",True,5000.0,5.0,10.0,0.53,14.0,3300,112.79,0.2,3300
1149,B,36,Completed,2010-12-24 00:00:00,0.1447,0.1305,0.1205,IL,Teacher,Full-time,8.0,False,"$25,000-49,999",True,3500.0,0.0,2.0,0.54,17.0,10000,337.18,0.24,10000
1162,D,36,Chargedoff,2009-03-23 00:00:00,0.17981,0.158,0.148,PA,Analyst,Full-time,70.0,False,"$50,000-74,999",True,5500.0,2.0,6.0,0.0,18.0,2000,70.12,0.14,2000
1173,AA,36,Completed,2009-10-23 00:00:00,0.10943,0.1025,0.1025,TX,Computer Programmer,Self-employed,122.0,True,"$75,000-99,999",True,6350.0,2.0,2.0,0.4,33.0,25000,809.62,0.33,25000
1175,D,36,Chargedoff,2010-06-22 00:00:00,0.16460999999999998,0.143,0.133,LA,Food Service,Full-time,9.0,False,"$1-24,999",True,1525.0,1.0,2.0,0.88,4.0,4000,137.29,0.29,4000
1193,C,36,Chargedoff,2010-04-03 00:00:00,0.14132,0.12,0.11,GA,Sales - Commission,Full-time,1.0,True,"$75,000-99,999",True,6666.666667,0.0,8.0,0.66,26.0,6500,215.89,0.33,6500
1202,E,36,Completed,2011-06-07 00:00:00,0.29334,0.27,0.26,CA,Clerical,Full-time,91.0,False,"$25,000-49,999",True,3500.0,1.0,22.0,0.0,16.0,2500,102.06,0.03,2500
1203,AA,36,Completed,2010-12-11 00:00:00,0.10742,0.1005,0.1005,LA,Computer Programmer,Full-time,8.0,False,"$75,000-99,999",True,6250.0,3.0,3.0,0.07,4.0,23000,742.69,0.2,23000
1208,B,36,Completed,2008-10-15 00:00:00,0.13654000000000002,0.1295,0.1195,MA,Professional,Full-time,130.0,False,"$75,000-99,999",True,6291.666667,0.0,3.0,0.79,32.0,9800,329.96,0.32,9800
1212,A,36,Completed,2011-03-24 00:00:00,0.12503,0.111,0.101,NC,Other,Retired,77.0,True,"$50,000-74,999",True,5000.0,0.0,4.0,0.95,26.0,9750,315.53,0.37,9750
1213,AA,36,Chargedoff,2010-06-30 00:00:00,0.13192,0.1249,0.1249,KY,Other,Full-time,17.0,False,"$25,000-49,999",True,3845.25,2.0,3.0,0.42,20.0,15001,501.77,0.27,15001
1218,D,36,Chargedoff,2009-05-24 00:00:00,0.17677,0.155,0.145,NY,Student - College Graduate Student,Full-time,9.0,False,"$1-24,999",True,1791.6666670000002,1.0,7.0,0.12,12.0,7000,244.37,0.44,7000
1221,C,36,Chargedoff,2008-08-20 00:00:00,0.33785,0.3299,0.3199,IL,Sales - Commission,Full-time,3.0,False,"$25,000-49,999",True,2916.666667,4.0,10.0,0.64,24.0,3500,154.37,0.25,3500
1231,E,36,Chargedoff,2010-07-02 00:00:00,0.33383,0.3099,0.2999,OH,Other,Full-time,21.0,False,"$25,000-49,999",True,2111.583333,0.0,5.0,0.97,8.0,3000,128.99,0.26,3000
1242,A,36,Completed,2010-05-25 00:00:00,0.11415,0.1072,0.0997,OH,Student - College Graduate Student,Not employed,8.0,False,Not employed,False,0.083333,0.0,1.0,0.21,9.0,3000,97.82,10.01,3000
1256,A,36,Completed,2011-07-18 00:00:00,0.07961,0.0625,0.0525,AZ,Food Service,Full-time,27.0,False,"$75,000-99,999",True,6666.666667,1.0,5.0,0.05,11.0,1000,30.54,0.05,1000
1266,AA,36,Completed,2008-07-01 00:00:00,0.08684,0.08,0.07,MD,Analyst,Full-time,11.0,False,"$25,000-49,999",True,3333.333333,0.0,0.0,0.0,13.0,2800,87.74,0.21,2800
1272,E,36,Completed,2009-03-05 00:00:00,0.26526,0.25,0.24,OR,Engineer - Electrical,Full-time,1.0,False,"$100,000+",True,12500.0,1.0,3.0,0.0,6.0,1500,59.64,0.06,1500
1278,D,36,Chargedoff,2008-09-07 00:00:00,0.19228,0.185,0.17,MD,Other,Full-time,50.0,True,"$50,000-74,999",True,4666.666667,1.0,13.0,1.04,33.0,6001,218.46,0.19,6001
1282,C,36,Completed,2011-08-09 00:00:00,0.15094000000000002,0.1295,0.1195,LA,Professional,Full-time,51.0,True,"$25,000-49,999",True,3000.0,0.0,2.0,0.54,13.0,2900,97.64,0.26,2900
1286,C,36,Completed,2011-03-01 00:00:00,0.17018,0.1485,0.1385,WA,Military Enlisted,Full-time,202.0,False,"$50,000-74,999",True,4166.666667,2.0,2.0,0.47,29.0,5000,172.96,0.33,5000
1312,C,36,Chargedoff,2010-10-01 00:00:00,0.17322,0.1515,0.1415,OR,Other,Full-time,58.0,False,"$1-24,999",True,1072.666667,1.0,2.0,0.32,7.0,1000,34.74,0.26,1000
1313,A,36,Completed,2011-02-04 00:00:00,0.14117000000000002,0.127,0.117,FL,Professional,Full-time,67.0,True,"$50,000-74,999",True,4333.333333,1.0,3.0,0.8,27.0,10000,335.5,0.38,10000
1316,HR,36,Defaulted,2008-02-05 00:00:00,0.2148,0.2,0.19,MD,Professional,Full-time,6.0,False,"$25,000-49,999",True,2075.0,1.0,6.0,1.12,11.0,7200,267.58,0.11,7200
1328,C,36,Completed,2011-06-24 00:00:00,0.12562,0.1045,0.0945,AL,Teacher,Full-time,106.0,True,"$50,000-74,999",True,4345.666667,0.0,1.0,1.3,26.0,7000,227.35,0.23,7000
1329,B,36,Chargedoff,2010-10-18 00:00:00,0.14369,0.1295,0.1195,FL,Other,Full-time,56.0,True,"$25,000-49,999",True,3333.333333,1.0,4.0,0.73,19.0,8000,269.36,0.25,8000
1343,C,36,Completed,2011-03-05 00:00:00,0.12562,0.1045,0.0945,GA,Construction,Self-employed,13.0,False,"$25,000-49,999",True,3750.0,0.0,3.0,0.0,24.0,7000,224.48,0.35,7000
1350,AA,36,Completed,2011-06-12 00:00:00,0.1268,0.1198,0.1098,OR,Administrative Assistant,Part-time,5.0,False,"$1-24,999",True,1500.0,1.0,4.0,0.09,27.0,6000,199.23,0.43,6000
1351,D,36,Completed,2010-03-05 00:00:00,0.21739,0.21,0.2,CA,Other,Full-time,2.0,False,"$1-24,999",True,1583.333333,2.0,9.0,1.0,5.0,3500,82.38,0.23,3500
1353,AA,36,Completed,2011-01-11 00:00:00,0.11194000000000001,0.105,0.085,IL,Teacher,Full-time,96.0,True,"$25,000-49,999",True,3741.666667,1.0,4.0,0.38,17.0,5000,162.51,0.5,5000
1356,HR,36,Completed,2011-03-21 00:00:00,0.14982,0.1284,0.1184,NY,Student - College Senior,Part-time,42.0,False,"$1-24,999",True,48.333333,0.0,2.0,0.9,1.0,1450,48.74,3.49,1450
1372,HR,36,Defaulted,2011-09-25 00:00:00,0.37453000000000003,0.35,0.34,GA,Retail Management,Full-time,3.0,True,"$25,000-49,999",True,3583.333333,1.0,10.0,0.91,24.0,2000,0.0,0.47,2000
1384,HR,36,Chargedoff,2009-02-01 00:00:00,0.37453000000000003,0.35,0.34,IL,Medical Technician,Full-time,24.0,False,"$1-24,999",True,1916.6666670000002,1.0,7.0,1.35,19.0,2000,90.47,0.24,2000
1385,B,36,Completed,2011-05-15 00:00:00,0.14065999999999998,0.1265,0.1165,CA,Student - College Graduate Student,Full-time,56.0,False,"$25,000-49,999",True,2750.0,2.0,4.0,0.97,17.0,9000,297.77,0.32,9000
1393,AA,36,Chargedoff,2009-10-16 00:00:00,0.10642,0.0995,0.0995,NE,Construction,Self-employed,7.0,True,"$25,000-49,999",True,2861.583333,1.0,1.0,0.26,21.0,10000,322.44,0.23,10000
1404,C,36,Completed,2010-01-20 00:00:00,0.21533000000000002,0.203,0.193,OH,Nurse (LPN),Full-time,47.0,True,"$25,000-49,999",True,4000.0,5.0,8.0,0.65,22.0,1500,55.97,0.11,1500
1406,B,36,Chargedoff,2010-12-24 00:00:00,0.15428,0.14,0.13,FL,Other,Retired,12.0,False,"$25,000-49,999",True,2183.333333,1.0,1.0,0.77,38.0,5000,170.89,0.74,5000
1413,D,36,Completed,2010-08-04 00:00:00,0.19910999999999998,0.1918,0.1818,OH,Scientist,Full-time,6.0,False,"$25,000-49,999",True,2833.333333,2.0,6.0,0.92,10.0,3500,128.61,0.21,3500
1415,AA,36,Completed,2009-10-20 00:00:00,0.06344,0.055,0.055,AL,Other,Full-time,9.0,False,"$75,000-99,999",True,6250.0,1.0,5.0,0.08,16.0,2000,60.39,0.05,2000
1428,HR,36,Completed,2010-04-02 00:00:00,0.16802,0.15,0.13,MI,Professional,Part-time,11.0,False,"$1-24,999",True,1666.666667,2.0,4.0,0.0,2.0,1000,14.42,0.25,1000
1438,E,36,Completed,2007-07-12 00:00:00,0.17690999999999998,0.1588,0.1488,FL,Teacher,Full-time,88.0,False,"$25,000-49,999",True,3500.0,0.0,6.0,0.79,22.0,1000,35.1,0.04,1000
1441,B,36,Completed,2010-09-21 00:00:00,0.14709,0.14,0.115,CA,Other,Full-time,81.0,True,"$75,000-99,999",True,8265.833333,2.0,5.0,0.92,27.0,15000,509.34,0.17,15000
1443,D,36,Completed,2010-04-18 00:00:00,0.27264,0.265,0.25,CA,Analyst,Full-time,4.0,False,"$25,000-49,999",True,2500.0,4.0,7.0,0.94,23.0,15000,583.99,0.7,15000
1455,AA,36,Completed,2010-11-30 00:00:00,0.13705,0.13,0.13,GA,Realtor,Full-time,149.0,True,"$100,000+",True,13889.0,1.0,1.0,0.0,15.0,22000,741.27,0.12,22000
1485,B,36,Chargedoff,2009-05-03 00:00:00,0.17219,0.165,0.155,IL,Executive,Full-time,35.0,False,"$100,000+",True,15000.0,1.0,1.0,0.75,11.0,10000,354.04,0.07,10000
1496,E,36,Chargedoff,2009-06-10 00:00:00,0.37453000000000003,0.35,0.34,NY,Administrative Assistant,Full-time,60.0,False,"$1-24,999",True,2040.0,1.0,5.0,0.97,28.0,1000,45.24,0.23,1000
1513,C,36,Completed,2010-09-20 00:00:00,0.0768,0.07,0.06,VA,Military Enlisted,Full-time,72.0,True,"$25,000-49,999",True,2400.0,0.0,12.0,0.74,37.0,6000,185.26,0.76,6000
1518,D,36,Completed,2010-09-08 00:00:00,0.22241,0.215,0.205,MI,Other,Full-time,34.0,False,"$25,000-49,999",True,4083.333333,1.0,7.0,0.79,16.0,8000,303.46,0.24,8000
1523,D,36,Completed,2010-08-03 00:00:00,0.32885,0.305,0.295,NY,Laborer,Full-time,66.0,False,"$25,000-49,999",True,2800.0,1.0,4.0,0.0,29.0,1250,53.41,0.07,1250
1539,AA,36,Completed,2011-04-17 00:00:00,0.11696,0.11,0.11,NY,Professional,Full-time,52.0,True,"$50,000-74,999",True,6037.416667,0.0,14.0,0.22,34.0,23000,748.67,0.35,23000
1544,E,36,Chargedoff,2009-11-09 00:00:00,0.29205,0.233,0.223,MI,Student - College Sophomore,Part-time,39.0,False,"$1-24,999",True,416.666667,0.0,3.0,0.8,2.0,1000,38.87,0.14,1000
1545,A,36,Chargedoff,2008-12-31 00:00:00,0.11132,0.0974,0.0874,NC,Sales - Retail,Full-time,39.0,False,"$25,000-49,999",True,4000.0,1.0,1.0,0.0,3.0,7900,253.95,0.08,7900
1548,HR,36,Completed,2007-09-05 00:00:00,0.27535,0.26,0.23,CA,Other,Self-employed,5.0,True,"$100,000+",True,8333.333333,4.0,19.0,0.51,14.0,2550,102.74,0.12,2550
1558,D,36,Defaulted,2007-10-02 00:00:00,0.18927,0.182,0.167,MD,Skilled Labor,Full-time,14.0,False,"$25,000-49,999",True,3220.833333,2.0,16.0,0.24,10.0,6001,217.55,0.19,6001
1563,AA,36,Completed,2011-04-15 00:00:00,0.08182,0.075,0.075,MN,Professional,Full-time,31.0,True,"$25,000-49,999",True,4000.0,0.0,2.0,0.4,25.0,7500,233.3,0.19,7500
1571,B,36,Completed,2009-09-08 00:00:00,0.12453,0.1105,0.1005,IN,Skilled Labor,Full-time,36.0,True,"$50,000-74,999",True,4166.666667,1.0,5.0,0.54,29.0,2300,75.35,0.22,2300
1584,A,36,Completed,2011-05-20 00:00:00,0.13689,0.1192,0.1092,MD,Clergy,Full-time,25.0,False,"$25,000-49,999",True,3083.333333,0.0,0.0,0.12,18.0,1000,33.18,0.64,1000
1586,A,36,Completed,2009-03-27 00:00:00,0.0968,0.083,0.073,UT,Other,Full-time,12.0,True,"$25,000-49,999",True,2541.666667,0.0,9.0,0.4,12.0,5500,173.11,0.19,5500
1587,A,36,Completed,2007-11-30 00:00:00,0.127,0.12,0.11,MD,Other,Full-time,9.0,False,"$1-24,999",True,987.583333,0.0,2.0,0.24,6.0,6063,201.38,0.23,6063
1588,E,36,Completed,2011-08-05 00:00:00,0.37453000000000003,0.35,0.34,HI,Other,Full-time,14.0,False,"$50,000-74,999",True,5400.0,6.0,27.0,1.0,16.0,1000,0.0,0.16,1000
1589,A,36,Completed,2008-09-02 00:00:00,0.08638,0.0692,0.0592,FL,Military Enlisted,Full-time,31.0,False,"$1-24,999",True,1920.0833329999998,0.0,3.0,0.0,4.0,1000,30.84,0.02,1000
1591,B,36,Completed,2009-06-25 00:00:00,0.14096,0.1268,0.1168,OH,Other,Full-time,33.0,True,"$50,000-74,999",True,4166.666667,2.0,5.0,0.46,24.0,3000,100.62,0.17,3000
1594,B,36,Completed,2010-05-12 00:00:00,0.14709,0.14,0.12,OH,Engineer - Mechanical,Full-time,101.0,True,"$75,000-99,999",True,7013.083333,4.0,11.0,0.68,39.0,13500,461.4,0.28,13500
1606,A,36,Completed,2010-02-24 00:00:00,0.10692,0.1,0.095,AL,Other,Full-time,52.0,True,"$25,000-49,999",True,2833.166667,1.0,2.0,0.7,13.0,11000,354.94,0.16,11000
1608,C,36,Chargedoff,2009-08-25 00:00:00,0.23756999999999998,0.215,0.205,CA,Professional,Full-time,62.0,True,"$25,000-49,999",True,2160.0,6.0,29.0,0.67,18.0,3500,132.76,0.72,3500
1613,C,36,Completed,2011-03-22 00:00:00,0.37453000000000003,0.35,0.34,MN,Laborer,Part-time,225.0,False,"$1-24,999",True,1380.833333,1.0,1.0,0.96,4.0,1000,45.24,0.63,1000
1615,AA,36,Completed,2010-05-24 00:00:00,0.08718,0.07,0.065,WI,Engineer - Mechanical,Full-time,72.0,True,"$50,000-74,999",True,4166.666667,0.0,0.0,0.02,18.0,1000,30.88,0.05,1000
1624,D,36,Chargedoff,2011-12-30 00:00:00,0.37453000000000003,0.35,0.34,IN,Clerical,Full-time,231.0,False,"$1-24,999",True,2033.3333329999998,4.0,9.0,0.89,15.0,2000,90.47,0.28,2000
1626,C,36,Completed,2011-06-01 00:00:00,0.27346,0.2504,0.2404,OR,Religious,Full-time,54.0,True,"$75,000-99,999",True,7083.333333,1.0,6.0,0.51,37.0,5000,198.9,0.18,5000
1627,D,36,Completed,2011-01-09 00:00:00,0.35805,0.35,0.34,CA,Other,Full-time,77.0,False,"$75,000-99,999",True,7083.25,9.0,26.0,1.07,41.0,3900,175.0,0.23,3900
1637,AA,36,Completed,2011-03-17 00:00:00,0.08383,0.077,0.077,FL,Other,Full-time,54.0,True,"$50,000-74,999",True,4625.0,1.0,4.0,0.68,60.0,13000,402.16,0.24,13000
1643,B,36,Defaulted,2009-11-16 00:00:00,0.22995,0.2225,0.2125,MD,Sales - Commission,Full-time,0.0,True,"$50,000-74,999",True,5000.0,15.0,30.0,0.96,26.0,6001,229.96,0.36,6001
1665,D,36,Chargedoff,2011-02-27 00:00:00,0.20845999999999998,0.19,0.18,MI,Skilled Labor,Full-time,272.0,True,"$50,000-74,999",True,5500.0,3.0,24.0,0.97,31.0,1000,36.66,0.21,1000
1670,D,36,Completed,2011-01-14 00:00:00,0.28770999999999997,0.28,0.27,CA,Principal,Full-time,41.0,True,"$100,000+",True,8750.0,5.0,28.0,0.99,42.0,3500,143.74,0.37,3500
1683,D,36,Chargedoff,2008-10-30 00:00:00,0.22034,0.198,0.188,AL,Skilled Labor,Full-time,157.0,False,"$50,000-74,999",True,5700.0,1.0,10.0,0.93,28.0,5000,185.31,0.29,5000
1687,D,36,Completed,2011-03-24 00:00:00,0.19855,0.1765,0.1665,FL,Military Officer,Full-time,207.0,False,"$100,000+",True,8333.333333,1.0,1.0,0.87,20.0,5000,179.89,0.16,5000
1692,E,36,Completed,2010-08-27 00:00:00,0.27636,0.261,0.251,MO,Professional,Full-time,1.0,True,"$25,000-49,999",True,2833.333333,5.0,36.0,1.0,50.0,1900,76.65,0.2,1900
1695,B,36,Chargedoff,2009-01-24 00:00:00,0.15602,0.1489,0.1389,KY,Sales - Retail,Full-time,131.0,False,"$25,000-49,999",True,3333.333333,0.0,4.0,0.79,20.0,15001,519.21,0.41,15001
1701,HR,36,Completed,2008-05-30 00:00:00,0.19462000000000002,0.18,0.17,CA,Administrative Assistant,Full-time,14.0,False,"$25,000-49,999",True,2773.333333,3.0,16.0,0.98,10.0,3500,126.53,0.29,3500
1705,C,36,Completed,2010-07-14 00:00:00,0.1496,0.1425,0.1275,TX,Pharmacist,Full-time,42.0,True,"$100,000+",True,11284.0,0.0,18.0,0.63,34.0,10000,342.99,0.15,10000
1708,A,36,Completed,2011-03-11 00:00:00,0.12201,0.108,0.098,VA,Computer Programmer,Full-time,6.0,False,"$50,000-74,999",True,5416.666667,0.0,2.0,0.06,2.0,5000,163.22,0.03,5000
1710,E,36,Completed,2008-12-16 00:00:00,0.27052,0.2475,0.2375,CA,Professional,Full-time,9.0,False,"$75,000-99,999",True,6625.0,13.0,16.0,0.52,2.0,1000,39.63,0.05,1000
1711,AA,36,Completed,2008-04-24 00:00:00,0.1014,0.0945,0.0845,NC,Other,Full-time,80.0,True,"$100,000+",True,20427.0,2.0,2.0,0.0,17.0,24999,800.21,0.05,24999
1713,B,36,Completed,2010-09-08 00:00:00,0.16717,0.16,0.15,FL,Professional,Full-time,12.0,True,"$25,000-49,999",True,2500.0,2.0,5.0,0.47,15.0,9000,314.23,0.27,9000
1723,B,36,Defaulted,2009-02-23 00:00:00,0.17722000000000002,0.17,0.16,MD,Civil Service,Full-time,90.0,True,"$75,000-99,999",True,7079.166667,6.0,11.0,0.96,36.0,8000,285.22,0.22,8000
1727,A,36,Completed,2008-07-16 00:00:00,0.13410999999999998,0.12,0.11,UT,Waiter/Waitress,Part-time,7.0,False,"$1-24,999",True,291.666667,1.0,2.0,0.1,2.0,2200,73.07,0.34,2200
1729,E,36,Defaulted,2010-03-08 00:00:00,0.27989,0.2645,0.2545,GA,Other,Full-time,27.0,False,"$25,000-49,999",True,2333.333333,2.0,3.0,0.93,10.0,5000,202.65,0.43,5000
1736,A,36,Completed,2009-05-27 00:00:00,0.14670999999999998,0.1325,0.1225,CA,Executive,Full-time,86.0,True,"$100,000+",True,14583.333333,3.0,15.0,0.95,31.0,25000,845.36,0.15,25000
1737,B,36,Completed,2009-09-14 00:00:00,0.15225999999999998,0.138,0.128,CA,Food Service,Full-time,44.0,False,"$25,000-49,999",True,2875.0,1.0,9.0,0.61,28.0,5500,187.44,0.4,5500
1746,E,36,Completed,2011-08-26 00:00:00,0.2832,0.26,0.25,CA,Teacher,Full-time,25.0,False,"$50,000-74,999",True,5000.0,4.0,12.0,0.96,32.0,2000,35.29,0.37,2000
1754,E,36,Completed,2011-07-21 00:00:00,0.24163,0.219,0.209,FL,Professional,Full-time,5.0,False,"$25,000-49,999",True,3333.333333,1.0,3.0,0.97,35.0,1500,57.21,0.39,1500
1755,C,36,Completed,2011-05-16 00:00:00,0.18183,0.16,0.15,VA,Pilot - Private/Commercial,Full-time,23.0,False,"$100,000+",True,10000.0,3.0,13.0,0.95,31.0,3000,105.47,0.07,3000
1757,C,36,Completed,2010-12-17 00:00:00,0.26761999999999997,0.26,0.25,MN,Administrative Assistant,Full-time,14.0,False,"$25,000-49,999",True,3716.666667,0.0,4.0,0.79,8.0,11490,450.7,0.25,11490
1772,A,36,Defaulted,2009-05-27 00:00:00,0.14146,0.1344,0.1294,MI,Realtor,Full-time,78.0,True,"$75,000-99,999",True,7083.333333,10.0,19.0,0.32,26.0,25000,847.66,0.24,25000
1781,HR,36,Chargedoff,2008-09-23 00:00:00,0.22236999999999998,0.2,0.19,NC,Sales - Retail,Full-time,2.0,False,"$1-24,999",True,1000.0,0.0,7.0,0.89,14.0,1200,44.6,0.08,1200
1788,B,36,Completed,2010-09-16 00:00:00,0.20614000000000002,0.1988,0.1888,CA,Other,Full-time,26.0,True,"$25,000-49,999",True,4100.0,16.0,25.0,0.76,22.0,20000,742.05,0.4,20000
1799,HR,36,Chargedoff,2009-01-22 00:00:00,0.37453000000000003,0.35,0.34,ID,Other,Full-time,8.0,False,"$1-24,999",True,2000.0,3.0,16.0,0.0,9.0,2780,125.76,0.06,2780
1804,AA,36,Completed,2011-05-07 00:00:00,0.09688,0.09,0.08,WI,Food Service,Full-time,16.0,False,"$1-24,999",True,1908.1666670000002,0.0,0.0,0.35,5.0,4850,152.91,0.13,4850
1809,B,36,Chargedoff,2009-01-20 00:00:00,0.17722000000000002,0.17,0.14,IL,Other,Self-employed,70.0,False,"$25,000-49,999",True,4000.0,3.0,6.0,0.09,7.0,15000,534.79,0.18,15000
1816,B,36,Defaulted,2008-11-13 00:00:00,0.13402999999999998,0.127,0.117,KS,Teacher,Full-time,132.0,False,"$25,000-49,999",True,2287.583333,0.0,3.0,0.82,12.0,10000,330.0,0.3,10000
1817,E,36,Completed,2010-09-05 00:00:00,0.30564,0.29,0.28,GA,Professional,Full-time,31.0,False,"$25,000-49,999",True,3532.333333,2.0,7.0,0.79,16.0,3001,125.76,0.21,3001
1818,B,36,Completed,2009-01-05 00:00:00,0.14709,0.14,0.13,TX,Professional,Full-time,138.0,True,"$100,000+",True,8333.333333,2.0,34.0,0.41,51.0,5000,170.89,0.34,5000
